Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,RD Blends,RD Blends (French),RD Blended with Biodiesel,RD Maximum Biodiesel Level,NPS Unit Name,CNG Station Sells Renewable Natural Gas,LNG Station Sells Renewable Natural Gas,Maximum Vehicle Class,EV Workplace Charging
ELEC,Hilton Garden Inn Orange Beach - Tesla Destination,23092 Perdido Beach Blvd,,Orange Beach,AL,36561,,251-974-1600  877-798-3752,E,,Public,,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,30.257849,-87.6306,2022-10-06,112718,2023-01-18 15:15:20 UTC,P,,,2015-08-11,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,Holiday Inn Express Orange Beach - Tesla Destination,24700 Perdido Beach Blvd,,Orange Beach,AL,36561,,251-974-1634  877-798-3752,E,,Public,,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,30.26494,-87.603084,2022-10-06,112719,2023-01-18 15:15:20 UTC,P,,,2015-09-02,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,Hampton Inn & Suites Orange Beach - Tesla Destination,25518 Perdido Beach Blvd,,Orange Beach,AL,36561,,251-923-4400  877-798-3752,E,,Public,,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,30.268241,-87.589209,2022-10-06,112720,2023-01-18 15:15:20 UTC,P,,,2015-08-11,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,The Gulf - Tesla Destination,27500 Perdido Beach Blvd,,Orange Beach,AL,36561,,251-424-1800  877-798-3752,E,,Public,,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,30.276912,-87.55635,2022-10-06,112721,2023-01-18 15:15:20 UTC,P,,,2015-05-05,,,,,J1772 TESLA,US,,,,Public,,public,,,RESTAURANT,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,Holiday Inn Express & Suites Prattville South - Tesla Destination,203 Legends Ct,,Prattville,AL,36066,,334-290-2970  877-798-3752,E,,Public,,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,32.455209,-86.400418,2022-10-06,112722,2023-01-18 15:15:20 UTC,P,,,2017-12-05,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,Home2 Suites by Hilton Prattville - Tesla Destination,2505 Legends Dr,,Prattville,AL,36066,,334-551-2900  877-798-3752,E,,Public,,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,32.456134,-86.401488,2022-10-06,112723,2023-01-18 15:15:20 UTC,P,,,2017-11-29,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,Hotel Indigo Tuscaloosa Downtown - Tesla Destination,111 Greensboro Ave,,Tuscaloosa,AL,35401,,205-469-1660  877-798-3752,E,,Public,,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,33.213657,-87.571205,2022-10-06,112724,2023-01-18 15:15:20 UTC,P,,,2016-08-30,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,BPT CHARGER BEACON PLACE,4400 Beacon Pl Pkwy,,Tuscaloosa,AL,35405,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.149623,-87.474857,2024-02-12,120858,2024-02-12 00:31:22 UTC,,,,2019-03-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,Hilton Garden Inn Birmingham/Trussville - Tesla Destination,3230 Edwards Lake Pkwy,,Birmingham,AL,35235,,205-655-5222  877-798-3752,E,,Public,,,,,,,5,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,33.5984583,-86.6466492,2022-10-06,122348,2023-01-18 15:15:20 UTC,P,,,2019-01-31,,,,,J1772 TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,University of North Alabama - Parking Lot E - Tesla Destination,1 Harrison Plaza,,Florence,AL,35632,,256-765-4100  877-798-3752,E,,Public,,,,,,,6,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,34.808758,-87.680153,2022-10-06,122349,2023-01-18 15:15:20 UTC,P,,,2017-08-24,,,,,J1772 TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,University of North Alabama - Parking Lot A - Tesla Destination,1 Harrison Plaza,,Florence,AL,35632,,256-765-4100  877-798-3752,E,,Public,,,,,,,6,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,34.8064934,-87.6782579,2022-10-06,122350,2023-01-18 15:15:20 UTC,P,,,2017-08-24,,,,,J1772 TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,Haint Blue Brewing Company - Tesla Destination,806 Monroe St,,Mobile,AL,36602,,251-888-1277  877-798-3752,E,,Public,,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,30.684844,-88.051393,2022-10-06,122351,2023-01-18 15:15:20 UTC,P,,,2018-11-14,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,Hilton Garden Inn Montgomery - EastChase - Tesla Destination,7665 EastChase Pkwy,,Mongtomery,AL,36117,,334-244-0101  877-798-3752,E,,Public,,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,32.361294,-86.158811,2022-10-06,122352,2023-01-18 15:15:20 UTC,P,,,2016-03-07,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,Grand Hotel Marriott Resort Golf Club & Spa - Tesla Destination,One Grand Blvd,,Point Clear,AL,36564,,251-928-9201  877-798-3752,E,,Public,,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,GPS,30.48417,-87.93389,2022-10-06,122353,2023-01-18 15:15:20 UTC,P,,,2019-01-15,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,MOBILE BUICK BLDG EV1,450 St Louis St,,Mobile,AL,36602,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.692427,-88.048753,2024-02-12,143520,2024-02-12 00:33:16 UTC,,,,2019-08-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,MOBILE STAPLES PAKE EV,75A St Michael St,,Mobile,AL,36602,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.694012,-88.040908,2024-02-12,143521,2024-02-12 00:33:16 UTC,,,,2019-08-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,MOBILE FEDERAL BLDG EV,106 St Joseph St,,Mobile,AL,36602,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.694002,-88.042695,2024-02-12,143523,2024-02-12 00:33:16 UTC,,,,2019-08-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,MOBILE CATHEDRAL SQ 1,18 S Jackson St,,Mobile,AL,36602,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.690555,-88.044725,2024-02-12,143524,2024-02-12 00:33:16 UTC,,,,2019-08-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,MOBILE CRUISE TERMINAL,Cruise Terminal,,Mobile,AL,36603,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.687339,-88.037635,2024-02-12,143526,2024-02-12 00:33:15 UTC,,,,2019-08-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,MOBILE ST LOUIS ST EV1,2 St Louis St,,Mobile,AL,36602,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.695141,-88.040711,2024-02-12,143528,2024-02-12 00:33:10 UTC,,,,2019-08-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,MOBILE MARDIGRAS PARK1,109 Government St,,Mobile,AL,36602,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.689913,-88.040835,2024-02-12,143605,2024-02-12 00:29:22 UTC,,,,2019-08-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,MOBILE BIENVILLE SQ EV,162 St Francis St,,Mobile,AL,36602,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.692721,-88.042833,2024-02-12,143607,2024-02-12 00:29:22 UTC,,,,2019-08-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,USA CHARGING USA 2,5851 USA Dr N,,Mobile,AL,36608,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.697954,-88.183165,2024-02-12,144224,2024-02-12 00:32:59 UTC,,,,2019-08-30,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,Jasper Sleep Inn & Suites,90 Carl Cannon Boulevard,The stations are located in the NorthEast corner of the parking lot.,Jasper,AL,35501,,800-663-5633,E,,Public,24 hours daily,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,33.79081381,-87.24101976,2024-02-12,148593,2024-02-12 00:06:28 UTC,,,,2015-06-26,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$2.00/Hr Parking Fee,,,,,,,,,,,,,,,,,,,false
ELEC,CEC4BYRDS 4BYRDS,9450 S Main St,,Brantley,AL,36009,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,31.581836,-86.257457,2024-02-12,152551,2024-02-12 00:40:05 UTC,,,,2020-01-21,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,MOBILE OLD GAYFERS EV1,160 Conti St.,,Mobile,AL,36602,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.690976,-88.042011,2024-02-12,155412,2024-02-12 00:33:16 UTC,,,,2020-04-18,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,"Walmart 356 (Auburn, AL)",1717 S College St,,Auburn,AL,36832,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,32.57185,-85.49769,2024-02-12,156169,2024-02-12 01:27:43 UTC,,,,2020-05-09,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,CULLMANELECTRIC CEC MAIN OFFICE,1749 Eva Rd NE,,Cullman,AL,35055,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,34.197895,-86.83019,2024-02-12,158566,2024-02-12 00:44:11 UTC,,,,2020-06-09,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,THE BEACH CLUB BEACH CLUB #1,453 Beach Club Trail,,Gulf Shores,AL,36542,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.23142,-87.87607,2024-02-12,163340,2024-02-12 00:44:15 UTC,,,,2020-06-14,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,Phenix City Riverwalk,1350 Whitewater Ave,,Phenix City,AL,36867,,334-448-2701,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,GPS,32.472623,-84.998015,2022-10-11,163381,2023-02-14 15:54:11 UTC,P,,,2020-06-12,,,,,J1772,US,,,,Public,,public,,,PARK,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false
ELEC,Phenix City Municipal Court,1111 Broad St,,Phenix City,AL,36867,,334-448-2701,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,GPS,32.468453,-85.000933,2022-10-11,163382,2023-02-14 15:54:11 UTC,P,,,2020-06-12,,,,,J1772,US,,,,Public,,public,,,MUNI_GOV,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false
ELEC,Auburn University - Stadium Parking Deck - Non-networked,425 Heisman Dr,,Auburn,AL,36849,,334-844-4143,E,,Public,24 hours daily; valid parking permit required,,,,,,4,,,Non-Networked,,GPS,32.600694,-85.488177,2022-10-11,163384,2023-02-14 15:54:11 UTC,P,,,2020-06-12,,,,,J1772,US,,,,Public,,public,,,COLLEGE_CAMPUS,,,,,,,Free; parking permit required,,,,,,,,,,true,,,,,,,,LD,false
ELEC,Auburn University - South Donahue Parking Deck,501 Biggio Dr,,Auburn,AL,36832,,334-844-4143,E,,Public,24 hours daily; valid parking permit required,,,,,,4,,,Non-Networked,,GPS,32.598699,-85.491209,2022-10-11,163385,2023-02-14 15:54:11 UTC,P,,,2020-06-12,,,,,J1772,US,,,,Public,,public,,,COLLEGE_CAMPUS,,,,,,,Free; parking permit required,,,,,,,,,,true,,,,,,,,LD,false
ELEC,Auburn University - RO Parking,901 W Thach Ave,,Auburn,AL,36832,,334-844-4143,E,,Public,24 hours daily; valid parking permit required,,,,,,2,,,Non-Networked,,GPS,32.603082,-85.500976,2022-10-11,163386,2023-02-14 15:54:11 UTC,P,,,2020-06-12,,,,,J1772,US,,,,Public,,public,,,COLLEGE_CAMPUS,,,,,,,Free,,,,,,,,,,true,,,,,,,,LD,false
ELEC,Auburn University - South Quad Parking Deck,330 Lem Morrison Dr,,Auburn,AL,36849,,334-844-4143,E,,Public,24 hours daily; valid parking permit required,,,,,,4,,,Non-Networked,,GPS,32.593771,-85.486737,2022-10-11,163387,2023-02-14 15:54:11 UTC,P,,,2020-06-12,,,,,J1772,US,,,,Public,,public,,,COLLEGE_CAMPUS,,,,,,,Free; parking permit required,,,,,,,,,,true,,,,,,,,LD,false
ELEC,Renaissance Montgomery Hotel & Spa at the Convention Center,201 Tallapoosa St,,Montgomery,AL,36104,,334-481-5000,E,,Public,24 hours daily; for guest use only; see valet for access,,,,,,2,,,Non-Networked,,GPS,32.379517,-86.312503,2022-10-11,163388,2023-02-14 15:54:11 UTC,P,,,2020-06-12,,,,,J1772,US,,,,Public,,public,,,HOTEL,,,,,,,,,,,,,,,,,true,,,,,,,,LD,false
ELEC,Downtown Montgomery,209 Commerce St,,Montgomery,AL,36104,,334-625-4636,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,GPS,32.380375,-86.312241,2022-10-11,163389,2023-02-14 15:54:11 UTC,P,,,2020-06-12,,,,,J1772,US,,,,Public,,public,,,MUNI_GOV,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false
ELEC,Montgomery Marriott Prattville Hotel & Conference Center at Capitol Hill,2500 Legends Cir,,Prattville,AL,36066,,334-290-1235,E,,Public,24 hours daily; for guest use only,,,,,,2,,,Non-Networked,,GPS,32.450848,-86.401469,2022-10-11,163390,2023-02-14 15:54:11 UTC,P,,,2020-06-12,,,,,J1772,US,,,,Public,,public,,,HOTEL,,,,,,,,,,,,,,,,,true,,,,,,,,LD,false
ELEC,Hampton Inn & Suites Prattville,2590 Cobbs Ford Rd,,Prattville,AL,36066,,334-285-6767,E,,Public,24 hours daily; for guest use only,,,,,,1,,,Non-Networked,,GPS,32.459385,-86.389596,2022-10-11,163391,2023-02-14 15:54:11 UTC,P,,,2020-06-12,,,,,J1772,US,,,,Public,,public,,,HOTEL,,,,,,,,,,,,,,,,,true,,,,,,,,LD,false
ELEC,Hampton Inn & Suites Prattville - Tesla,2590 Cobbs Ford Rd,,Prattville,AL,36066,,334-285-6767,E,,Public,24 hours daily; for guest use only,,,,,,1,,,Non-Networked,,GPS,32.459385,-86.389596,2022-10-11,163392,2023-02-14 15:54:11 UTC,P,,,2020-06-12,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,,,,,,,,,,,true,,,,,,,,LD,false
ELEC,The Grand Hotel Golf Resort & Spa,One Grand Blvd,,Point Clear,AL,36564,,251-928-9201,E,,Public,24 hours daily; for customer use only,,,,,,2,,,Non-Networked,,GPS,30.484065,-87.933654,2022-10-11,163394,2023-02-14 15:54:11 UTC,P,,,2020-06-12,,,,,J1772,US,,,,Public,,public,,,HOTEL,,,,,,,,,,,,,,,,,true,,,,,,,,LD,false
ELEC,HARTSELLE 1 HARTSELLE 1,110 Hickory St SW,,Hartselle,AL,35640,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,34.443205,-86.934417,2024-02-12,163540,2024-02-12 00:44:35 UTC,,,,2020-06-23,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,"Walmart 1462 (Greenville, AL)",501 Willow Ln,,Greenville,AL,36037,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,31.84996,-86.64626,2024-02-12,164539,2024-02-12 01:27:44 UTC,,,,2020-07-25,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,"Walmart 809 (Oxford, AL)",92 Plaza Ln,,Oxford,AL,36203,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,33.59962,-85.83407,2024-02-12,165316,2024-02-12 01:27:42 UTC,,,,2020-08-19,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,RIVIERA EV RIVIERA SOLAR1,714 N McKenzie St,,Foley,AL,36535,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.413107,-87.68323,2024-02-12,165384,2024-02-12 00:46:31 UTC,,,,2020-08-22,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,RIVIERA EV RIVIERA FOLEY,700 N McKenzie St,,Foley,AL,36535,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.413092,-87.68351,2024-02-12,165823,2024-02-12 00:46:31 UTC,,,,2020-09-02,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,RIVIERA EV RIVIERA FOLEY2,204-298 S Chicago St,,Foley,AL,36535,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.40515,-87.682686,2024-02-12,165824,2024-02-12 00:46:06 UTC,,,,2020-09-02,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,FD STATION 1,201 Brown St,,Boaz,AL,35957,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,34.200053,-86.163691,2024-02-12,166192,2024-02-12 00:46:54 UTC,,,,2020-09-04,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,SRS EV TOWN MADISON,200 Town Madison Blvd,,Madison,AL,35758,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,34.68509,-86.719438,2024-02-12,166193,2024-02-12 00:46:28 UTC,,,,2020-09-04,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,"Walmart 661 (Athens, AL)",1011 US Hwy 72 E,,Athens,AL,35611,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,34.78737,-86.95852,2024-02-12,166908,2024-02-12 01:27:47 UTC,,,,2020-09-17,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,FB ALABAMA NHA1 STATION 3,100 S. Profile Pl. NW,,Huntsville,AL,35810,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,34.840677,-86.629744,2024-02-12,167031,2024-02-12 00:45:37 UTC,,,,2020-09-24,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,7SPC NASA USSRC R,1 Tranquility Base,,Huntsville,AL,35805,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,34.71172,-86.65548,2024-02-12,167196,2024-02-12 00:47:31 UTC,,,,2020-10-01,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,"Walmart 1212 (Saraland, AL)",1095 Industrial Pkwy,,Saraland,AL,36571,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,30.80069,-88.09711,2024-02-12,167355,2024-02-12 01:27:20 UTC,,,,2020-10-06,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,TownePlace Suites Montgomery EastChase - Tesla Destination,2845 EastChase Lane,,Montgomery,AL,36117,,  877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,GPS,32.358921,-86.158092,2022-10-06,169219,2023-01-18 15:15:20 UTC,P,,,2018-05-29,,,,,J1772 TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,"Walmart 423 (Alabaster, AL)",630 COLONIAL PKWY,,Alabaster,AL,35007,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,33.23676,-86.80281,2024-02-12,170322,2024-02-12 01:27:42 UTC,,,,2020-12-18,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,"Sam's Club 8106 (Montgomery, AL)",1080 EASTERN BLVD,,Montgomery,AL,36117,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,32.36606,-86.21456,2024-02-12,170323,2024-02-12 01:27:44 UTC,,,,2020-12-18,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,UAB EXPRESS LOT 4 2,316 10th St S,,Birmingham,AL,35233,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.502229,-86.816192,2024-02-12,171883,2024-02-12 00:19:50 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,FB ALABAMA NHA1 STATION 1,100 S. Profile Pl. NW,,Huntsville,AL,35810,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,34.840679,-86.62964,2024-02-12,181368,2024-02-12 00:45:37 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,FB ALABAMA NHA1 STATION 2,100 S. Profile Pl. NW,,Huntsville,AL,35810,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,34.840691,-86.629685,2024-02-12,181369,2024-02-12 00:45:37 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,Hampton Inn Birmingham/Trussville,1940 Edwards Lake Rd,,Trussville,AL,35235,,205-655-9777,E,,Public,24 hours daily; for customer use only,,,,,,3,,,Non-Networked,,GPS,33.596637,-86.647349,2022-10-11,183586,2023-02-14 15:54:11 UTC,P,,,2021-01-25,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,,,,,,,,,,,true,,,,,,,,LD,false
ELEC,Birmingham-Shuttlesworth International Airport,5900 Messer-Airport Hwy,,Birmingham,AL,35212,,205-595-0533,E,,Public,24 hours daily,,,,,,9,,,Non-Networked,,GPS,33.561234,-86.75195,2023-08-10,183604,2024-01-31 22:07:01 UTC,P,,,2021-01-25,,,,,J1772,US,,,,Public,,public,,,AIRPORT,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false
ELEC,DU ELECTRIC STATION 2,207 N Saint Andrews St,,Dothan,AL,36303,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,31.22559,-85.391585,2024-02-12,184906,2024-02-12 00:51:20 UTC,,,,2021-02-12,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,DU ELECTRIC STATION 1,207 North Saint Andrews St,,Dothan,AL,36303,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,31.225568,-85.391609,2024-02-12,184907,2024-02-12 00:51:21 UTC,,,,2021-02-12,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,BSC,900 Arkadelphia Rd,,Birmingham,AL,35254,,800-663-5633,E,,Public,24 hours daily,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,33.5148629,-86.8559116,2024-02-12,186653,2024-02-12 00:05:09 UTC,,,,2019-07-17,,,,,J1772,US,,,,Public,,public,,,,,,,,,,FREE,,,,,,,,,,,,,,,,,,,false
